element_id,element_type,floor,length_m,width_m,height_m,quantity_elements,material_type,unit_cost_per_sqm,wastage_percent,planned_start_week,planned_end_week,formwork_area_per_element_sqm,total_formwork_area_sqm,boq_area_sqm,actual_area_sqm,boq_adjustment_factor,actual_cost,duration_weeks,weekly_area_demand_sqm
2790,Column,21,0.35,0.55,3.0,33,Steel,911,10,20,23,5.4,196.02,199.08266929414424,196.02,0.9846160928773808,179269.2233424684,4,49.005
2791,Slab,24,8.0,4.0,0.15,1,Plywood,465,14,25,28,3.6,4.104,4.722714490226753,4.104,0.8689917649040337,2062.5199962023453,4,1.026
2792,Beam,4,0.23,0.6,5.5,26,Steel,892,11,3,7,9.13,263.492,243.0823898624611,263.492,1.0839616977152764,230244.6525519045,5,52.69840000000001
2793,Column,19,0.4,0.4,3.0,28,Steel,992,9,19,23,4.8,146.496,164.36108878567944,146.496,0.8913058503221841,152457.10555593832,5,29.299200000000003
2794,Beam,14,0.3,0.6,5.5,24,Steel,903,12,14,16,9.9,266.112,318.41211545689276,266.112,0.83574709341117,228410.5409841243,3,88.70400000000001
2795,Beam,2,0.3,0.6,5.0,19,Steel,920,10,3,6,9.0,188.1,217.0635373451215,188.1,0.8665665468306142,171099.5151639823,4,47.025
2796,Slab,23,8.0,4.0,0.15,1,Plywood,441,16,24,26,3.6,4.176,4.4846039603516425,4.176,0.9311859055827431,1982.2175310926357,3,1.3920000000000001
2797,Column,22,0.3,0.6,3.3,14,Steel,982,8,21,25,5.94,89.813,97.71922216062458,89.813,0.9190924570845556,99209.64916584123,5,17.962600000000002
2798,Wall,15,3.0,0.2,3.0,18,Plywood,546,9,14,17,19.2,376.704,378.9592759293287,376.704,0.9940487644119594,197413.196656008,4,94.176
2799,Beam,18,0.3,0.6,5.0,5,Steel,803,12,19,21,9.0,50.4,55.63381650006252,50.4,0.9059238278205012,42968.70035252915,3,16.8
2800,Column,10,0.3,0.6,3.3,23,Steel,946,9,9,13,5.94,148.916,168.44165966454915,148.916,0.8840805789765167,151771.88629873734,5,29.7832
2801,Column,20,0.23,0.45,3.0,36,Steel,929,8,21,25,4.08,158.63,190.27169518791754,158.63,0.8337025632915744,167479.68919390452,5,31.726
2802,Slab,12,7.5,4.0,0.15,1,Plywood,511,12,13,17,3.45,3.864,4.048463013386902,3.864,0.9544362853811569,2134.4956086203288,5,0.7727999999999999
2803,Beam,25,0.3,0.6,5.5,23,Steel,887,12,26,29,9.9,255.024,234.21180242094192,255.024,1.088860584154734,219557.3026337028,4,63.756
2804,Beam,2,0.3,0.6,6.0,11,Steel,993,11,2,5,10.8,131.868,142.25357887409805,131.868,0.9269924949776495,128240.76053748491,4,32.967
2805,Column,5,0.3,0.45,2.8,27,Steel,935,8,5,8,4.2,122.472,114.59793770898484,122.472,1.0687103315158333,123346.19192150002,4,30.618
2806,Slab,25,6.0,4.0,0.15,1,Plywood,479,15,24,28,3.0,3.45,3.358331820080574,3.45,1.0272957482555214,1641.186959367016,5,0.6900000000000001
2807,Slab,8,6.0,5.0,0.15,1,Plywood,438,15,7,11,3.3,3.795,3.789815929021582,3.795,1.001367895189505,1887.7072286791554,5,0.759
2808,Column,8,0.4,0.4,2.8,21,Steel,959,11,7,10,4.48,104.429,116.88831558690461,104.429,0.8934083742729503,113580.92834990873,4,26.10725
2809,Wall,20,4.5,0.2,3.0,10,Plywood,563,10,19,22,28.2,310.2,296.2851840081332,310.2,1.0469642653190676,199045.61518461845,4,77.55
2810,Column,5,0.3,0.45,2.8,9,Steel,884,9,6,8,4.2,41.202,39.13060587473958,41.202,1.0529353961932286,36735.45685576339,3,13.734
2811,Column,13,0.3,0.6,3.2,23,Steel,916,8,13,15,5.76,143.078,130.70021816647417,143.078,1.0947036049913867,143299.08743618595,3,47.69266666666667
2812,Beam,8,0.3,0.6,4.5,7,Steel,832,13,8,11,8.1,64.071,74.44870678863884,64.071,0.8606059495687234,57710.38441479546,4,16.01775
2813,Slab,5,7.5,4.0,0.15,1,Plywood,498,16,5,8,3.45,4.002,4.434422612481886,4.002,0.9024850244844242,1907.5378387582107,4,1.0005
2814,Column,25,0.3,0.45,3.0,22,Steel,908,11,24,26,4.5,109.89,100.2179151320163,109.89,1.0965105376143849,100090.73703712817,3,36.63
2815,Beam,5,0.23,0.45,4.5,9,Steel,904,10,6,8,6.12,60.588,55.04345226420063,60.588,1.1007303776875466,54297.96133730179,3,20.196
2816,Column,3,0.3,0.6,3.0,30,Steel,956,10,3,6,5.4,178.2,190.24672788955647,178.2,0.9366783964003316,174475.3713490524,4,44.55
2817,Beam,17,0.25,0.5,6.0,21,Steel,958,12,17,21,9.0,211.68,208.4540646193113,211.68,1.015475521605108,231303.81389362496,5,42.336
2818,Slab,22,6.0,5.0,0.15,1,Plywood,421,14,21,23,3.3,3.762,4.059265359097475,3.762,0.9267686803398415,1772.4650133970983,3,1.254
2819,Wall,4,6.0,0.2,3.0,7,Plywood,492,10,3,6,37.2,286.44,295.1424060246167,286.44,0.970514552138296,142152.43233123046,4,71.61
2820,Beam,18,0.3,0.6,5.5,13,Steel,885,11,17,19,9.9,142.857,168.14179881418679,142.857,0.849622170141471,133509.2352055713,3,47.619
2821,Beam,14,0.23,0.45,4.5,19,Steel,936,12,14,18,6.12,130.234,128.45535577634365,130.234,1.0138463998866127,120491.48331393588,5,26.0468
2822,Beam,21,0.25,0.5,5.5,18,Steel,890,11,22,26,8.25,164.835,181.9355780419875,164.835,0.9060075097678753,147508.08061737794,5,32.967
2823,Column,4,0.4,0.4,2.8,36,Steel,982,8,3,6,4.48,174.182,159.58838643190523,174.182,1.0914453356812508,164718.10635867043,4,43.5455
2824,Column,25,0.3,0.6,3.0,18,Steel,961,11,25,28,5.4,107.892,128.04171142641343,107.892,0.8426316611833665,111825.6311347279,4,26.973
2825,Wall,16,6.0,0.2,3.0,8,Plywood,567,12,16,19,37.2,333.312,398.0502699430406,333.312,0.8373615725664391,204368.5248532236,4,83.328
2826,Column,22,0.23,0.45,3.2,36,Steel,1011,9,23,27,4.352,170.772,191.55877576391723,170.772,0.8914861734680563,192971.5108749024,5,34.154399999999995
2827,Slab,10,10.0,4.0,0.15,1,Plywood,468,13,11,14,4.2,4.746,4.933769517012216,4.746,0.9619419763398424,2497.23722725081,4,1.1865
2828,Column,24,0.35,0.55,3.2,39,Steel,964,9,25,29,5.76,244.858,236.5323460700384,244.858,1.0351987965633096,231797.1401381073,5,48.9716
2829,Slab,16,6.0,4.0,0.15,1,Plywood,483,15,15,18,3.0,3.45,3.9459544121566434,3.45,0.8743131926134996,1830.6657561277389,4,0.8625
2830,Column,4,0.4,0.4,3.2,11,Steel,952,8,3,5,5.12,60.826,68.18024229391942,60.826,0.8921352866096327,56571.11992071725,3,20.275333333333332
2831,Wall,24,4.0,0.2,3.0,24,Plywood,508,12,24,27,25.2,677.376,654.7423018504912,677.376,1.0345688648580356,352621.24850730714,4,169.344
2832,Slab,20,7.5,4.0,0.15,1,Plywood,482,13,19,23,3.45,3.898,4.035851164987507,3.898,0.9658433476974035,1978.615933992408,5,0.7796000000000001
2833,Column,8,0.3,0.45,3.2,18,Steel,883,10,8,12,4.8,95.04,98.73132331503218,95.04,0.9626124395876484,80554.61020411199,5,19.008000000000003
2834,Slab,14,6.0,5.0,0.15,1,Plywood,483,16,13,15,3.3,3.828,4.394249875588659,3.828,0.8711384441894526,1814.4466377210936,3,1.276
2835,Beam,10,0.25,0.5,6.0,7,Steel,948,12,9,13,9.0,70.56,77.97962427798373,70.56,0.904851756510982,67173.37490210033,5,14.112
2836,Column,14,0.3,0.45,2.8,7,Steel,988,9,15,19,4.2,32.046,35.024684130085376,32.046,0.9149547182489289,30886.010567502348,5,6.4092
2837,Column,25,0.4,0.4,2.8,13,Steel,940,8,24,26,4.48,62.899,68.8711485155423,62.899,0.9132851906165823,67214.50662799514,3,20.966333333333335
2838,Slab,23,7.5,4.0,0.15,1,Plywood,493,16,23,26,3.45,4.002,3.9265263773066037,4.002,1.0192214734961662,1988.1066443254492,4,1.0005
2839,Slab,6,7.5,4.0,0.15,1,Plywood,463,13,7,11,3.45,3.898,3.942879147244657,3.898,0.9886176711056389,1895.435617928482,5,0.7796000000000001
2840,Column,25,0.3,0.45,3.3,17,Steel,908,9,25,27,4.95,91.724,83.80809824081894,91.724,1.0944527071409622,95720.47132941241,3,30.57466666666667
2841,Wall,11,6.0,0.2,3.0,6,Plywood,502,10,12,15,37.2,245.52,278.9309362993778,245.52,0.8802178892644678,131056.34784803196,4,61.38
2842,Column,18,0.3,0.45,3.3,28,Steel,937,10,17,20,4.95,152.46,157.01847236543693,152.46,0.9709685599613543,147469.11643328195,4,38.115
2843,Column,20,0.4,0.4,3.2,30,Steel,946,11,20,24,5.12,170.496,175.8617660790009,170.496,0.9694887285699698,183217.85283885634,5,34.0992
2844,Beam,13,0.23,0.45,4.0,28,Steel,941,11,12,16,5.44,169.075,164.61258314809587,169.075,1.0271086010957586,158224.45591345624,5,33.815
2845,Column,12,0.23,0.45,3.0,12,Steel,962,9,11,15,4.08,53.366,51.38228889070916,53.366,1.0386069042877832,50614.23250944914,5,10.6732
2846,Column,12,0.23,0.45,3.0,16,Steel,987,11,12,14,4.08,72.461,77.99314945155042,72.461,0.9290687773163077,75600.80226139567,3,24.153666666666666
2847,Beam,22,0.23,0.6,5.5,20,Steel,939,12,21,23,9.13,204.512,198.32876467360023,204.512,1.031176694598869,198846.4585387847,3,68.17066666666666
2848,Column,10,0.4,0.4,3.0,34,Steel,963,8,9,13,4.8,176.256,162.02555860245675,176.256,1.0878283742409975,188303.01273114237,5,35.2512
2849,Column,7,0.35,0.55,3.2,6,Steel,965,8,8,12,5.76,37.325,42.18666429044611,37.325,0.8847582672814661,34520.322534795305,5,7.465000000000001
2850,Slab,10,6.0,5.0,0.15,1,Plywood,487,16,11,14,3.3,3.828,3.877537498472271,3.828,0.9872244953164764,2001.3415439994146,4,0.957
2851,Beam,5,0.23,0.45,4.0,14,Steel,863,12,5,9,5.44,85.299,86.49921452130805,85.299,0.9861245616165406,80395.43515825394,5,17.059800000000003
2852,Slab,10,6.0,5.0,0.15,1,Plywood,451,16,11,13,3.3,3.828,3.940525914492734,3.828,0.971443934912627,1975.6954619111596,3,1.276
2853,Beam,3,0.3,0.6,5.5,5,Steel,937,12,2,5,9.9,55.44,63.45182550292341,55.44,0.8737337272896225,50864.316355310955,4,13.86
2854,Beam,3,0.25,0.5,5.5,29,Steel,888,12,4,8,8.25,267.96,266.95543639081,267.96,1.003763038590903,237769.69592044505,5,53.592
2855,Column,19,0.4,0.4,3.2,25,Steel,897,9,20,22,5.12,139.52,157.29636365840798,139.52,0.8869880825915852,142230.91765253618,3,46.50666666666667
2856,Slab,2,6.0,4.0,0.15,1,Plywood,433,14,2,6,3.0,3.42,4.041973006639811,3.42,0.8461214348492465,1593.59160642448,5,0.6839999999999999
2857,Column,15,0.4,0.4,3.0,15,Steel,936,9,16,19,4.8,78.48,86.19148080485348,78.48,0.9105308235472473,70343.41169027632,4,19.62
2858,Column,20,0.4,0.4,3.3,12,Steel,922,11,19,22,5.28,70.33,72.40503913175405,70.33,0.9713412331981737,62605.10991834287,4,17.5825
2859,Slab,19,6.0,4.0,0.15,1,Plywood,497,16,20,22,3.0,3.48,3.912692470965118,3.48,0.889413115348064,1914.7753152078378,3,1.16
2860,Slab,12,6.0,5.0,0.15,1,Plywood,483,16,12,14,3.3,3.828,3.971049339422491,3.828,0.9639769423153793,1966.321243916806,3,1.276
2861,Beam,5,0.3,0.6,4.5,18,Steel,985,11,4,7,8.1,161.838,165.7752242104798,161.838,0.9762496221662121,169466.53351070435,4,40.4595
2862,Column,24,0.3,0.6,3.2,28,Steel,953,10,23,27,5.76,177.408,187.62403064493077,177.408,0.9455505213814316,190368.07869165714,5,35.4816
2863,Column,21,0.3,0.45,3.3,33,Steel,931,10,22,25,4.95,179.685,178.8434813190624,179.685,1.004705336055477,166988.8949993812,4,44.92125
2864,Beam,16,0.3,0.6,6.0,5,Steel,950,11,17,21,10.8,59.94,55.82062738914698,59.94,1.0737966017854887,55922.93427957826,5,11.988
2865,Slab,3,8.0,4.0,0.15,1,Plywood,468,12,4,8,3.6,4.032,4.130604985884449,4.032,0.9761281976317241,2024.2746183640245,5,0.8064
2866,Beam,1,0.23,0.6,6.0,15,Steel,962,11,2,6,9.96,165.834,155.412504607559,165.834,1.0670569940221795,179710.69128024665,5,33.1668
2867,Column,8,0.35,0.55,3.3,38,Steel,899,9,9,13,5.94,246.035,251.72639038386427,246.035,0.9773905692796638,221860.10918647138,5,49.207
2868,Column,4,0.3,0.45,2.8,30,Steel,975,10,3,7,4.2,138.6,147.89730412805525,138.6,0.9371367572731056,146791.59279721585,5,27.72
2869,Beam,22,0.3,0.6,4.0,23,Steel,865,13,22,26,7.2,187.128,220.66383657499506,187.128,0.8480229606467594,158705.4223409285,5,37.425599999999996
2870,Slab,6,8.0,4.0,0.15,1,Plywood,461,14,7,10,3.6,4.104,3.738196933982978,4.104,1.0978554828643727,1862.3951251243566,4,1.026
2871,Column,8,0.3,0.45,3.2,26,Steel,989,10,8,11,4.8,137.28,149.14614301337608,137.28,0.9204394912692321,153461.01368704383,4,34.32
2872,Column,25,0.3,0.6,3.0,15,Steel,905,9,24,27,5.4,88.29,91.5850318888006,88.29,0.9640221571053084,77792.4659214514,4,22.0725
2873,Column,21,0.3,0.45,2.8,19,Steel,946,9,20,23,4.2,86.982,78.81250603603573,86.982,1.103657330224075,78571.37776039953,4,21.7455
2874,Column,6,0.3,0.6,2.8,35,Steel,965,8,7,10,5.04,190.512,185.72337662833127,190.512,1.02578363294165,203145.51874754296,4,47.628
2875,Beam,10,0.23,0.45,5.0,16,Steel,964,12,11,14,6.8,121.856,114.001841673284,121.856,1.068895012672033,120112.46497149226,4,30.464
2876,Column,13,0.3,0.45,3.0,27,Steel,953,9,13,15,4.5,132.435,127.80483980698317,132.435,1.0362283634955414,129912.52645378547,3,44.145
2877,Beam,17,0.23,0.45,5.0,11,Steel,920,11,18,21,6.8,83.028,81.56430545222194,83.028,1.0179452830458473,84786.01729190935,4,20.757
2878,Slab,24,7.5,4.0,0.15,1,Plywood,433,16,25,28,3.45,4.002,4.083608386259865,4.002,0.9800156188986061,1708.5836230814946,4,1.0005
2879,Wall,22,4.5,0.2,3.0,4,Plywood,540,9,23,25,28.2,122.952,130.1707354524738,122.952,0.9445440987378503,71709.94779630059,3,40.984
2880,Wall,25,3.0,0.2,3.0,23,Plywood,534,9,26,28,19.2,481.344,433.35255829095075,481.344,1.1107445676525303,260303.53105503117,3,160.448
2881,Column,2,0.35,0.55,3.3,14,Steel,973,8,3,7,5.94,89.813,85.19309186584474,89.813,1.0542286708108954,84841.01001963219,5,17.962600000000002
2882,Column,6,0.3,0.45,3.2,26,Steel,1019,10,5,9,4.8,137.28,127.40543802491284,137.28,1.0775050274789393,152128.43745941267,5,27.456
2883,Column,15,0.3,0.6,2.8,19,Steel,947,10,16,19,5.04,105.336,112.17251915542211,105.336,0.9390535292699482,101123.08531947466,4,26.334
2884,Slab,2,10.0,4.0,0.15,1,Plywood,512,14,2,4,4.2,4.788,4.781883143844384,4.788,1.0012791730729536,2753.771566212401,3,1.596
2885,Column,9,0.35,0.55,3.3,34,Steel,959,10,9,11,5.94,222.156,236.48935423395864,222.156,0.9393911227827251,241554.8924544977,3,74.052
2886,Beam,4,0.3,0.6,5.0,23,Steel,938,11,3,7,9.0,229.77,222.08350204220272,229.77,1.0346108463128278,241346.2975379419,5,45.954
2887,Column,24,0.3,0.6,2.8,36,Steel,921,10,25,29,5.04,199.584,181.07633742186496,199.584,1.1022091723393797,186476.75826370134,5,39.9168
2888,Column,2,0.35,0.55,2.8,22,Steel,976,8,3,5,5.04,119.75,141.59360592813363,119.75,0.8457302800860906,116562.36616093182,3,39.916666666666664
2889,Slab,4,8.0,4.0,0.15,1,Plywood,498,14,3,5,3.6,4.104,3.8269489588078893,4.104,1.0723947573312849,2306.5421621095843,3,1.368
2890,Slab,5,8.0,4.0,0.15,1,Plywood,464,14,5,9,3.6,4.104,3.849788490490466,4.104,1.0660325911767552,1981.5486023457308,5,0.8208
2891,Beam,4,0.23,0.6,5.0,24,Steel,854,12,5,9,8.3,223.104,210.60215495451553,223.104,1.0593623794978952,207973.52060902462,5,44.6208
2892,Wall,15,5.0,0.2,3.0,21,Plywood,450,10,16,19,31.2,720.72,860.8156849117295,720.72,0.8372524021491369,361761.64049166045,4,180.18
2893,Column,10,0.35,0.55,3.3,35,Steel,900,10,10,14,5.94,228.69,248.19681609734292,228.69,0.9214058568354385,206960.69899831002,5,45.738
2894,Column,23,0.3,0.6,3.3,30,Steel,963,10,24,27,5.94,196.02,212.30671089989664,196.02,0.9232868766565939,183825.23602885957,4,49.005
2895,Beam,7,0.23,0.6,4.5,27,Steel,898,11,8,10,7.47,223.876,267.7578139689487,223.876,0.8361137876109282,216111.76324455903,3,74.62533333333333
2896,Slab,14,6.0,4.0,0.15,1,Plywood,490,14,13,15,3.0,3.42,3.1687381772757957,3.42,1.0792939677143718,1789.8188364416026,3,1.14
2897,Beam,17,0.23,0.45,5.5,13,Steel,885,12,17,21,7.48,108.909,129.85767531176646,108.909,0.8386797294694195,96773.85963923161,5,21.7818
2898,Column,16,0.3,0.6,3.0,22,Steel,956,10,15,18,5.4,130.68,125.61013139750463,130.68,1.0403619401244897,133293.06749584168,4,32.67
2899,Wall,20,4.5,0.2,3.0,9,Plywood,510,9,19,23,28.2,276.642,300.6881240665226,276.642,0.9200296847733076,156334.94218252655,5,55.3284
2900,Column,6,0.35,0.55,3.2,20,Steel,968,8,6,9,5.76,124.416,127.65393505821363,124.416,0.9746350548713045,122843.6462910377,4,31.104
2901,Beam,13,0.23,0.45,5.5,17,Steel,918,10,12,14,7.48,139.876,142.00009315858014,139.876,0.9850416072881866,128208.87754514675,3,46.62533333333334
2902,Beam,21,0.3,0.6,4.0,29,Steel,899,10,20,24,7.2,229.68,270.87839030554886,229.68,0.8479081692006609,226098.19051778334,5,45.936
2903,Wall,22,5.0,0.2,3.0,17,Plywood,533,12,21,25,31.2,594.048,561.2377300873433,594.048,1.05846055629145,350561.9563950328,5,118.8096
2904,Slab,16,6.0,5.0,0.15,1,Plywood,486,12,15,19,3.3,3.696,4.431950119481339,3.696,0.8339444037859647,2049.272825701735,5,0.7392000000000001
2905,Wall,17,6.0,0.2,3.0,3,Plywood,553,9,16,19,37.2,121.644,123.31508667942612,121.644,0.9864486436783658,65891.2694406328,4,30.411
2906,Column,22,0.4,0.4,3.0,8,Steel,943,9,22,26,4.8,41.856,45.8169367131478,41.856,0.9135486351270806,44516.58541369204,5,8.3712
2907,Beam,16,0.3,0.6,4.5,18,Steel,905,13,17,19,8.1,164.754,196.11855169164284,164.754,0.8400735095119541,164462.8607065194,3,54.918
2908,Slab,24,6.0,5.0,0.15,1,Plywood,469,15,24,26,3.3,3.795,3.4810787958564626,3.795,1.0901792870983553,1940.7182621260658,3,1.265
2909,Beam,4,0.3,0.6,4.0,22,Steel,858,13,5,7,7.2,178.992,210.6484014146117,178.992,0.8497192421018969,155511.82993564117,3,59.663999999999994
2910,Beam,9,0.23,0.45,5.5,28,Steel,933,13,9,11,7.48,236.667,253.3149651412969,236.667,0.9342795830005116,210749.88194077282,3,78.889
2911,Wall,3,4.0,0.2,3.0,8,Plywood,465,11,4,7,25.2,223.776,248.68653479701754,223.776,0.8998315899276574,109415.76660160272,4,55.944
2912,Column,3,0.23,0.45,2.8,38,Steel,985,8,2,5,3.808,156.28,147.64635127732757,156.28,1.0584751918891355,155037.03751696597,4,39.07
2913,Beam,12,0.23,0.6,5.5,22,Steel,917,12,11,14,9.13,224.963,238.46443098061243,224.963,0.9433817826621274,207934.01512853967,4,56.24075
2914,Wall,6,4.0,0.2,3.0,5,Plywood,491,9,5,8,25.2,137.34,151.3561120741095,137.34,0.907396458048244,76566.36443721894,4,34.335
2915,Wall,11,4.5,0.2,3.0,18,Plywood,544,12,11,13,28.2,568.512,589.4754207652757,568.512,0.9644371588249424,303268.75560257415,3,189.504
2916,Wall,11,4.5,0.2,3.0,12,Plywood,485,9,10,14,28.2,368.856,349.1205638566463,368.856,1.0565289993959146,203376.33220480656,5,73.7712
2917,Wall,16,3.0,0.2,3.0,17,Plywood,539,11,16,19,19.2,362.304,352.6071952139414,362.304,1.0275003032203445,205194.6250792302,4,90.576
2918,Column,24,0.4,0.4,2.8,22,Steel,982,11,25,28,4.48,109.402,126.50348403608122,109.402,0.8648141261373992,120072.8577262291,4,27.3505
2919,Wall,22,5.0,0.2,3.0,20,Plywood,501,10,23,26,31.2,686.4,624.8582668441226,686.4,1.0984891077246957,346196.4618055802,4,171.6
2920,Beam,10,0.25,0.5,4.5,28,Steel,918,12,10,13,6.75,211.68,235.52757742930535,211.68,0.898748258316106,209243.10468544665,4,52.92
2921,Slab,9,7.5,4.0,0.15,1,Plywood,425,13,10,13,3.45,3.898,4.676886708700088,3.898,0.8334604284403172,1758.2319331550395,4,0.9745
2922,Beam,20,0.23,0.45,6.0,22,Steel,924,10,20,23,8.16,197.472,178.16810466215864,197.472,1.108346526862624,207066.35352655902,4,49.368
2923,Slab,4,6.0,4.0,0.15,1,Plywood,452,14,5,8,3.0,3.42,3.2432328705732583,3.42,1.0545033725547734,1523.9813360300175,4,0.855
2924,Beam,14,0.3,0.6,6.0,6,Steel,971,12,15,18,10.8,72.576,79.99640903448604,72.576,0.9072407233768813,69830.99225054591,4,18.144
2925,Slab,11,6.0,4.0,0.15,1,Plywood,518,14,11,15,3.0,3.42,3.1395505962845673,3.42,1.0893278815277971,2019.2114742991841,5,0.6839999999999999
2926,Column,5,0.3,0.6,3.0,30,Steel,917,8,6,10,5.4,174.96,188.4208966726263,174.96,0.9285594278005478,155559.85983567196,5,34.992000000000004
2927,Column,16,0.3,0.6,3.2,11,Steel,975,11,16,18,5.76,70.33,77.72871818503472,70.33,0.9048135829614232,73847.42001933353,3,23.44333333333333
2928,Beam,9,0.3,0.6,4.5,16,Steel,798,13,8,10,8.1,146.448,157.64305691658282,146.448,0.9289847765226559,112437.79992304271,3,48.816
2929,Column,5,0.35,0.55,3.3,21,Steel,847,11,5,7,5.94,138.461,139.7840517495,138.461,0.990535030763946,113218.48564357185,3,46.15366666666667
2930,Slab,17,8.0,4.0,0.15,1,Plywood,496,14,18,20,3.6,4.104,4.55209396281875,4.104,0.901563112167992,2176.914085334172,3,1.368
2931,Column,5,0.4,0.4,3.0,16,Steel,949,9,5,9,4.8,83.712,90.2656725473679,83.712,0.9273957379099038,84230.98419812015,5,16.7424
2932,Beam,17,0.3,0.6,6.0,13,Steel,969,11,16,18,10.8,155.844,149.96730223434145,155.844,1.0391865271836092,160769.0564752159,3,51.948
2933,Column,5,0.3,0.6,3.3,36,Steel,895,11,4,6,5.94,237.362,253.72589366893465,237.362,0.935505622101438,221941.47510049044,3,79.12066666666666
2934,Column,11,0.3,0.6,3.2,7,Steel,942,9,12,14,5.76,43.949,51.18178208581162,43.949,0.8586844421773923,45476.68920419722,3,14.649666666666667
2935,Beam,21,0.23,0.6,4.0,11,Steel,935,12,22,26,6.64,81.805,89.98958908077218,81.805,0.9090496004662727,87841.33011164081,5,16.361
2936,Column,6,0.3,0.45,3.3,20,Steel,940,9,5,8,4.95,107.91,112.39230646886101,107.91,0.9601190988094647,101958.42620802084,4,26.9775
2937,Column,20,0.4,0.4,2.8,17,Steel,898,11,20,22,4.48,84.538,84.24002306651329,84.538,1.0035372370832738,77030.16029014661,3,28.179333333333332
2938,Column,19,0.3,0.6,3.3,20,Steel,909,9,18,22,5.94,129.492,119.87927310974705,129.492,1.0801867298732508,119427.93443708614,5,25.8984
2939,Column,23,0.35,0.55,3.2,23,Steel,898,9,22,26,5.76,144.403,140.5601675555406,144.403,1.0273394128029973,142985.41058735133,5,28.880599999999998
2940,Beam,5,0.23,0.45,4.0,26,Steel,908,10,6,10,5.44,155.584,140.54774393768062,155.584,1.1069832616380275,144039.60730079308,5,31.1168
2941,Column,18,0.23,0.45,3.3,31,Steel,946,10,17,20,4.488,153.041,183.0351651131814,153.041,0.8361289477099428,157133.11022233617,4,38.26025
2942,Beam,24,0.23,0.45,4.5,18,Steel,896,12,24,28,6.12,123.379,119.27599133561755,123.379,1.0343992836985731,114878.5632326662,5,24.675800000000002
2943,Slab,20,6.0,5.0,0.15,1,Plywood,461,12,20,22,3.3,3.696,4.229934445249541,3.696,0.8737724066033269,1825.7855257470321,3,1.232
2944,Beam,5,0.23,0.6,4.0,27,Steel,958,13,5,7,6.64,202.586,192.57692760760304,202.586,1.0519744110405145,216552.1462331642,3,67.52866666666667
2945,Beam,21,0.3,0.6,4.5,7,Steel,870,12,22,26,8.1,63.504,62.55654222136571,63.504,1.015145622583831,58166.248223632945,5,12.7008
2946,Column,3,0.35,0.55,2.8,15,Steel,947,10,4,6,5.04,83.16,85.27918256010929,83.16,0.9751500601144296,82299.11140062883,3,27.72
2947,Wall,15,4.0,0.2,3.0,20,Plywood,543,11,14,16,25.2,559.44,557.9416514242139,559.44,1.0026854933163019,304807.21395026357,3,186.48000000000002
2948,Beam,13,0.3,0.6,5.0,5,Steel,878,13,12,14,9.0,50.85,57.94384164865168,50.85,0.8775738465587785,47020.63114626012,3,16.95
2949,Column,14,0.23,0.45,3.3,7,Steel,935,8,13,16,4.488,33.929,40.284173892166585,33.929,0.842241424407058,31802.367433411837,4,8.48225
2950,Wall,13,4.0,0.2,3.0,3,Plywood,492,11,12,15,25.2,83.916,97.55976356701338,83.916,0.860149686016392,46187.97967848997,4,20.979
2951,Slab,1,8.0,4.0,0.15,1,Plywood,490,12,1,4,3.6,4.032,3.8145677878600064,4.032,1.057000484519368,2030.5501761179787,4,1.008
